,3.1000000e-001,1.8447284e+017
,3.1102990e-001,1.9059377e+017
,3.1205980e-001,1.9250159e+017
,3.1308970e-001,1.9561783e+017
,3.1411960e-001,1.8944021e+017
,3.1514950e-001,1.8103615e+017
,3.1617940e-001,1.6930022e+017
,3.1720930e-001,1.7663120e+017
,3.1823920e-001,1.8275202e+017
,3.1926910e-001,1.5973040e+017
,3.2029900e-001,1.6945956e+017
,3.2132890e-001,1.8889248e+017
,3.2235880e-001,2.0325833e+017
,3.2338870e-001,1.8143897e+017
,3.2441860e-001,2.1734996e+017
,3.2544850e-001,1.8516166e+017
,3.2647841e-001,2.1098228e+017
,3.2750831e-001,1.8873394e+017
,3.2853821e-001,1.9780362e+017
,3.2956811e-001,1.8823116e+017
,3.3059801e-001,1.9800854e+017
,3.3162791e-001,1.8682696e+017
,3.3265781e-001,2.0962162e+017
,3.3368771e-001,1.9731124e+017
,3.3471761e-001,2.2247446e+017
,3.3574751e-001,2.0402535e+017
,3.3677741e-001,1.7760721e+017
,3.3780731e-001,1.4960285e+017
,3.3883721e-001,2.1702876e+017
,3.3986711e-001,2.0239919e+017
,3.4089701e-001,2.1260051e+017
,3.4192691e-001,1.9663794e+017
,3.4295681e-001,1.8677197e+017
,3.4398671e-001,1.9613753e+017
,3.4501661e-001,1.8144492e+017
,3.4604651e-001,1.7763776e+017
,3.4707641e-001,1.5740079e+017
,3.4810631e-001,1.9845981e+017
,3.4913621e-001,1.8296085e+017
,3.5016611e-001,1.6495236e+017
,3.5119601e-001,1.9400664e+017
,3.5222591e-001,2.1342831e+017
,3.5325581e-001,2.0966442e+017
,3.5428571e-001,2.0756512e+017
,3.5531561e-001,1.8231717e+017
,3.5634551e-001,1.9202917e+017
,3.5737542e-001,2.0351392e+017
,3.5840532e-001,2.0274265e+017
,3.5943522e-001,1.8379371e+017
,3.6046512e-001,1.3964432e+017
,3.6149502e-001,1.4719563e+017
,3.6252492e-001,2.0597731e+017
,3.6355482e-001,1.1443334e+017
,3.6458472e-001,1.7074948e+017
,3.6561462e-001,1.5463681e+017
,3.6664452e-001,9.5370204e+016
,3.6767442e-001,9.7244540e+016
,3.6870432e-001,9.9763899e+016
,3.6973422e-001,7.2294481e+016
,3.7076412e-001,5.4041690e+016
,3.7179402e-001,1.3355929e+017
,3.7282392e-001,5.5870120e+016
,3.7385382e-001,4.7345279e+014
,3.7488372e-001,5.7726725e+016
,3.7591362e-001,2.3701699e+016
,3.7694352e-001,1.2703599e+017
,3.7797342e-001,5.6502767e+016
,3.7900332e-001,4.0639840e+016
,3.8003322e-001,2.7171660e+016
,3.8106312e-001,1.1965307e+017
,3.8209302e-001,1.4118462e+016
,3.8312292e-001,8.5142444e+016
,3.8415282e-001,3.8317296e+015
,3.8518272e-001,1.9551345e+016
,3.8621262e-001,2.5506867e+015
,3.8724252e-001,5.1139175e+015
,3.8827243e-001,4.1170902e+016
,3.8930233e-001,1.0413367e+017
,3.9033223e-001,1.2657704e+017
,3.9136213e-001,1.6778442e+017
,3.9239203e-001,1.1987470e+017
,3.9342193e-001,7.9984173e+016
,3.9445183e-001,4.1234947e+016
,3.9548173e-001,1.3446061e+017
,3.9651163e-001,5.3031237e+016
,3.9754153e-001,1.0556297e+017
,3.9857143e-001,1.4208902e+016
,3.9960133e-001,2.7273144e+016
,4.0063123e-001,1.2248333e+016
,4.0166113e-001,2.4318634e+016
,4.0269103e-001,4.6982106e+016
,4.0372093e-001,3.4939524e+016
,4.0475083e-001,4.4944032e+016
,4.0578073e-001,1.5530893e+016
,4.0681063e-001,2.5722833e+016
,4.0784053e-001,2.5366544e+016
,4.0887043e-001,4.6586853e+016
,4.0990033e-001,8.3890544e+016
,4.1093023e-001,3.4061478e+016
,4.1196013e-001,7.4305445e+016
,4.1299003e-001,5.9074097e+016
,4.1401993e-001,5.0815447e+016
,4.1504983e-001,9.3988630e+016
,4.1607973e-001,1.8185227e+016
,4.1710963e-001,6.7986711e+015
,4.1813953e-001,7.1008096e+016
,4.1916944e-001,3.9941910e+016
,4.2019934e-001,4.8648781e+016
,4.2122924e-001,1.5476793e+016
,4.2225914e-001,5.0876023e+016
,4.2328904e-001,5.4619014e+016
,4.2431894e-001,2.0733626e+016
,4.2534884e-001,1.4639669e+016
,4.2637874e-001,1.7848417e+016
,4.2740864e-001,6.3712308e+015
,4.2843854e-001,2.2436507e+016
,4.2946844e-001,3.2342018e+015
,4.3049834e-001,2.5909480e+015
,4.3152824e-001,2.6656926e+015
,4.3255814e-001,1.0887906e+015
,4.3358804e-001,2.4523829e+014
,4.3461794e-001,6.7920134e+012
